OID_	IDENT	NAME	UPPER_DESC	UPPER_VAL	UPPER_UOM	UPPER_CODE	LOWER_DESC	LOWER_VAL	LOWER_UOM	LOWER_CODE	TYPE_CODE	LOCAL_TYPE	CLASS	MIL_CODE	COMM_NAME	LEVEL	SECTOR	ONSHORE	EXCLUSION	WKHR_CODE	WKHR_RMK	DST	GMTOFFSET	SHAPE_Leng	SHAPE_Area	AirCheck
129	BAB	BEALE AFB CLASS C	TI	4100	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.405651001	0.056125141	Pass
130	BAB	BEALE AFB CLASS C	TI	4100	FT	MSL	 	2600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.762687928	0.028089811	Pass
131	XNA	"NORTHWEST ARKANSAS REGIONAL AIRPORT, AR CLASS C"	TI	5300	FT	MSL	 	2900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.734899377	0.026983117	Pass
132	FAY	FAYETTEVILLE REGIONAL/GRANNIS FIELD CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.582223084	0.026594291	Fail
133	FAY	FAYETTEVILLE REGIONAL/GRANNIS FIELD CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.164463653	0.10638343	Pass
134	FNT	"FLINT, BISHOP INTL AIRPORT CLASS C"	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.622052335	0.029719185	Fail
135	PHL	PHILADELPHIA CLASS B	TI	7000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	0.711635704	0.022111706	Pass
136	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	0.906038742	0.031747452	Fail
137	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	0.657202881	0.019783463	Pass
138	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA T	1	0	H24	 	 	 	0.482637583	0.009865047	Pass
139	SAN	SAN DIEGO CLASS B	TI	10000	FT	MSL	 	3800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA U	1	0	H24	 	 	 	0.198732127	0.002127337	Pass
140	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	0.747079666	0.036241397	Fail
141	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	0.211184537	0.002699498	Pass
142	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.094962614	0.000516744	Pass
143	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.379621603	0.006907562	Pass
144	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	0.860152734	0.015801891	Pass
145	BHM	BIRMINGHAM INTL AIRPORT CLASS C	TI	4600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.576703307	0.026154599	Fail
146	BHM	BIRMINGHAM INTL AIRPORT CLASS C	TI	4600	FT	MSL	 	1900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.697941714	0.02440732	Pass
147	BHM	BIRMINGHAM INTL AIRPORT CLASS C	TI	4600	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.390035453	0.054099797	Pass
148	FNT	"FLINT, BISHOP INTL AIRPORT CLASS C"	TI	4800	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.244123693	0.118883778	Pass
149	FLL	FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.544034902	0.021864143	Fail
150	FLL	FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.34524928	0.050472391	Pass
151	RSW	FORT MYERS SOUTHWEST FLORIDA REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.554849726	0.024394837	Fail
152	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	2700	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.518843322	0.01100209	Pass
153	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.629332616	0.023188359	Pass
154	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	0.898865478	0.034877462	Pass
155	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	1.034797446	0.046792371	Pass
156	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	2300	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.478066424	0.007372955	Pass
157	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	1.866487579	0.056595988	Pass
158	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	1.046763304	0.018844136	Pass
159	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA I	1	0	H24	 	 	 	3.554413053	0.182331906	Pass
160	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	1.334077872	0.047280941	Pass
161	BUF	GREATER BUFFALO INTL AIRPORT CLASS C	TI	4700	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.653130027	0.028648526	Fail
162	BUF	GREATER BUFFALO INTL AIRPORT CLASS C	TI	4700	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.275673947	0.115461244	Pass
163	BTV	BURLINGTON INTL AIRPORT CLASS C	TI	4400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.631708549	0.030465739	Fail
164	RSW	FORT MYERS SOUTHWEST FLORIDA REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.109715935	0.097585077	Pass
165	FWA	FORT WAYNE INTL AIRPORT CLASS C	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.610483752	0.028819484	Fail
166	FWA	FORT WAYNE INTL AIRPORT CLASS C	TI	4800	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.22098607	0.115284751	Pass
167	FAT	FRESNO AIRPORT CLASS C	TI	4400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.582757188	0.025987573	Fail
168	FAT	FRESNO AIRPORT CLASS C	TI	4400	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.466728163	0.0562881	Pass
169	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	1.173867665	0.043801512	Pass
170	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	0.343363003	0.006739773	Pass
171	SFO	SAN FRANCISCO CLASS B	TI	10000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	0.474463175	0.011644213	Pass
172	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	0.531474795	0.012316018	Fail
173	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	1100	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	0.17532515	0.001787316	Pass
174	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	0.411798902	0.010631671	Pass
175	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.398578035	0.009676746	Pass
176	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA E	1	0	H24	 	 	 	0.345527081	0.004645711	Pass
177	BTV	BURLINGTON INTL AIRPORT CLASS C	TI	4400	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.140222451	0.045086245	Pass
178	BTV	BURLINGTON INTL AIRPORT CLASS C	TI	4400	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.114238481	0.045701871	Pass
179	FAT	FRESNO AIRPORT CLASS C	TI	4400	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.75528671	0.02647181	Pass
180	GRR	"GRAND RAPIDS, GERALD R. FORD INTERNATIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.621533116	0.029678931	Fail
181	GRR	"GRAND RAPIDS, GERALD R. FORD INTERNATIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.243085233	0.118722753	Pass
182	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA I	1	0	H24	 	 	 	1.140867793	0.066024582	Pass
183	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	1.562088248	0.070474126	Pass
184	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.292088722	0.003667346	Pass
185	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	0.693752695	0.012787541	Pass
186	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	1.900475217	0.232051417	Pass
187	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA I	1	0	H24	 	 	 	0.83654475	0.020825543	Pass
188	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	0.901952531	0.034435048	Pass
189	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	1.091027632	0.043712457	Pass
190	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	0.9506419	0.040364272	Pass
191	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA M	1	0	H24	 	 	 	0.906072149	0.043386941	Pass
192	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	4000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA N	1	0	H24	 	 	 	0.724381756	0.01525319	Pass
193	SEA	SEATTLE CLASS B	TI	7000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA O	1	0	H24	 	 	 	0.804744327	0.03315709	Pass
194	CMI	"CHAMPAIGN-URBANA, UNIVERSITY OF ILLINOIS-WILLARD AIRPORT CLASS C"	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.605437335	0.028425098	Fail
195	CMI	"CHAMPAIGN-URBANA, UNIVERSITY OF ILLINOIS-WILLARD AIRPORT CLASS C"	TI	4800	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.62232944	0.018991552	Pass
196	CMI	"CHAMPAIGN-URBANA, UNIVERSITY OF ILLINOIS-WILLARD AIRPORT CLASS C"	TI	4800	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.573315394	0.066293529	Pass
197	GRB	"GREEN BAY, AUSTIN STRAUBEL INTERNATIONAL AIRPORT CLASS C"	TI	4700	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.631788328	0.030471891	Fail
198	GRB	"GREEN BAY, AUSTIN STRAUBEL INTERNATIONAL AIRPORT CLASS C"	TI	4700	FT	MSL	 	1900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.263596068	0.121894791	Pass
199	GSO	"GREENSBORO, PIEDMONT TRIAD INTERNATIOAL AIRPORT CLASS C"	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.586793892	0.026957056	Fail
200	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	1.345299843	0.057789297	Pass
201	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	0.763576537	0.02237897	Pass
202	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA M	1	0	H24	 	 	 	0.601210895	0.017428314	Pass
203	SEA	SEATTLE CLASS B	TI	7000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA P	1	0	H24	 	 	 	0.750137152	0.027690158	Pass
204	SEA	SEATTLE CLASS B	TI	7000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA Q	1	0	H24	 	 	 	1.997062393	0.067114931	Pass
205	SEA	SEATTLE CLASS B	TI	7000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA R	1	0	H24	 	 	 	0.884667033	0.025488282	Pass
206	SEA	SEATTLE CLASS B	TI	10000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA S	1	0	H24	 	 	 	0.868116654	0.02160745	Pass
207	SEA	SEATTLE CLASS B	TI	7000	FT	MSL	 	6000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA T	1	0	H24	 	 	 	0.930855812	0.033288755	Pass
208	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_B	B	CIV	 	L	AREA A	1	0	H24	 	 	 	0.722338668	0.040012959	Fail
209	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA B	1	0	H24	 	 	 	0.624697759	0.013727126	Pass
210	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA C	1	0	H24	 	 	 	1.758528948	0.048072999	Pass
211	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA D	1	0	H24	 	 	 	0.636048595	0.00984881	Pass
212	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	"AREA E  EXCLUDES AREA A,B,C AND D"	1	0	H24	 	 	 	1.796786696	0.251241608	Pass
213	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA F	1	0	H24	 	 	 	0.996196326	0.036615634	Pass
214	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA G	1	0	H24	 	 	 	1.133381862	0.03999974	Pass
215	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	4500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA H	1	0	H24	 	 	 	1.318532124	0.083652078	Pass
216	CHS	CHARLESTON AFB/INTL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.574269803	0.025960172	Fail
217	CHS	CHARLESTON AFB/INTL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.148556795	0.103846802	Pass
218	CRW	CHARLESTON YEAGER AIRPORT CLASS C	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.597077809	0.027769062	Fail
219	CRW	CHARLESTON YEAGER AIRPORT CLASS C	TI	5000	FT	MSL	 	2800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.194173665	0.111082802	Pass
220	GSO	"GREENSBORO, PIEDMONT TRIAD INTERNATIOAL AIRPORT CLASS C"	TI	5000	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.173605441	0.107834581	Pass
221	GSP	"GREER, GREENVILLE-SPARTANBURG AIRPORT CLASS C"	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.581852741	0.026564846	Fail
222	GSP	"GREER, GREENVILLE-SPARTANBURG AIRPORT CLASS C"	TI	5000	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.147880136	0.044077449	Pass
223	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA N	1	0	H24	 	 	 	0.582515986	0.018304175	Pass
224	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA O	1	0	H24	 	 	 	0.720407118	0.02359239	Pass
225	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	4500	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA J	1	0	H24	 	 	 	1.093437432	0.064279645	Pass
226	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA K	1	0	H24	 	 	 	1.605616792	0.062866393	Pass
227	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA L	1	0	H24	 	 	 	1.485811668	0.056012338	Pass
228	STL	ST LOUIS CLASS B	TI	8000	FT	MSL	 	5000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA M	1	0	H24	 	 	 	0.61389888	0.020055611	Pass
229	ABI	ABILENE REGIONAL AIRPORT CLASS C	TI	5800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.594122309	0.023410877	Fail
230	ABI	ABILENE REGIONAL AIRPORT CLASS C	TI	5800	FT	MSL	 	3600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.887217869	0.038532719	Pass
231	ABI	ABILENE REGIONAL AIRPORT CLASS C	TI	5800	FT	MSL	 	4300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.023860756	0.064761682	Pass
232	CAK	AKRON-CANTON REGIONAL AIRPORT CLASS C	TI	5200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.610142798	0.028792875	Fail
233	CAK	AKRON-CANTON REGIONAL AIRPORT CLASS C	TI	5200	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.220304149	0.115178311	Pass
234	CHA	"CHATTANOOGA, LOVELL FIELD CLASS C"	TI	4700	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.582399432	0.026608309	Fail
235	CHA	"CHATTANOOGA, LOVELL FIELD CLASS C"	TI	4700	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.528105647	0.015100456	Pass
236	CHA	"CHATTANOOGA, LOVELL FIELD CLASS C"	TI	4700	FT	MSL	 	2600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.047366139	0.039026161	Pass
237	GSP	"GREER, GREENVILLE-SPARTANBURG AIRPORT CLASS C"	TI	5000	FT	MSL	 	3100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.955633982	0.035627055	Pass
238	HRL	HARLINGEN AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.576119122	0.022374485	Fail
239	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	7000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA P	1	0	H24	 	 	 	0.827774326	0.028159702	Pass
240	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	8000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA Q	1	0	H24	 	 	 	0.539653483	0.015190474	Pass
241	ALB	ALBANY COUNTY AIRPORT CLASS C	TI	4300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.620724225	0.029616197	Fail
242	ALB	ALBANY COUNTY AIRPORT CLASS C	TI	4300	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.530074058	0.017291353	Pass
243	ALB	ALBANY COUNTY AIRPORT CLASS C	TI	4300	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.746724239	0.071522009	Pass
244	CHA	"CHATTANOOGA, LOVELL FIELD CLASS C"	TI	4700	FT	MSL	 	3300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.725147696	0.025730305	Pass
245	MDW	CHICAGO MIDWAY AIRPORT CLASS C	TI	3600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.615036008	0.029174233	Fail
246	MDW	CHICAGO MIDWAY AIRPORT CLASS C	TI	3600	FT	MSL	 	1900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.077022473	0.039970867	Pass
247	COS	COLORADO SPRINGS CLASS C	TI	10200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.599177704	0.027934185	Fail
248	HRL	HARLINGEN AIRPORT CLASS C	TI	4000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.631194862	0.018859669	Pass
249	HRL	HARLINGEN AIRPORT CLASS C	TI	4000	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.771174627	0.025859288	Pass
250	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	8000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA R	1	0	H24	 	 	 	0.547311646	0.016109041	Pass
251	PHX	PHOENIX CLASS B	TI	9000	FT	MSL	 	8000	FT	MSL	CLASS	CLASS_B	B	CIV	 	L	AREA S	1	0	H24	 	 	 	0.724087019	0.023927815	Pass
252	ABQ	ALBUQUERQUE INTL AIRPORT CLASS C	TI	9400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.582421783	0.026610085	Fail
253	ABQ	ALBUQUERQUE INTL AIRPORT CLASS C	TI	9400	FT	MSL	 	7800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.397218483	0.009980409	Pass
254	ABQ	ALBUQUERQUE INTL AIRPORT CLASS C	TI	9400	FT	MSL	 	6900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.669907146	0.065904165	Pass
